drugbank_id,drugbank_name
DB05302,naltrexone depot
DB05314,DN-101
DB05318,NGX-4010
DB05339,MN-305
DB05340,ATL-2502
DB05347,iontophoretic acyclovir
DB05379,APL-202
DB05381,histamine dihydrochloride
DB05383,pimagedine HCl
DB05389,WF10
DB05428,motexafin gadolinium
DB05436,RK-0202
DB05461,OPC-28326
DB05488,99mTc-ciprofloxacin
DB05508,PTI-901
DB05521,Telaprevir
DB05630,Sodium stibogluconate
DB05665,SCH-503034
DB05708,GTS-21
DB05738,vapitadine dihydrochloride
DB05790,SR 140333
DB05792,SR 31747
DB05812,Abiraterone
DB05837,OSI-7836
DB05891,HD-O
DB06148,Mianserin
DB06151,Acetylcysteine
DB06155,Rimonabant
DB06196,Icatibant
DB06201,Rufinamide
DB06203,Alogliptin
DB06204,Tapentadol
DB06207,Silodosin
DB06209,Prasugrel
DB06212,Tolvaptan
DB06213,Regadenoson
DB06216,Asenapine
DB06218,Lacosamide
DB06228,Rivaroxaban
DB06237,Avanafil
DB06262,Droxidopa
DB06268,Sitaxentan
DB06274,Alvimopan
DB06287,Temsirolimus
DB06288,Amisulpride
DB06290,SIMEPREVIR
DB06292,Dapagliflozin
DB06335,Saxagliptin
DB06402,Telavancin
DB06414,Etravirine
DB06589,Pazopanib
DB06590,Ceftaroline fosamil
DB06594,Agomelatine
DB06605,Apixaban
DB06616,Bosutinib
DB06637,Dalfampridine
DB06663,Pasireotide
DB06684,Vilazodone
DB06689,Ethanolamine Oleate
DB06691,Mepyramine
DB06695,Dabigatran etexilate
DB06698,Betahistine
DB06699,Degarelix
DB06700,Desvenlafaxine
DB06701,Dexmethylphenidate
DB06702,Fesoterodine
DB06703,Gadobutrol
DB06704,Iobenguane
DB06705,Gadofosveset trisodium
DB06709,Methacholine
DB06710,Methyltestosterone
DB06711,Naphazoline
DB06715,Potassium Iodide
DB06716,Fospropofol
DB06717,Fosaprepitant
DB06723,Aluminum hydroxide
DB06766,Alcaftadine
DB06768,Ammonium lactate
DB06770,Benzyl alcohol
DB06771,Besifloxacin
DB06772,Cabazitaxel
DB06775,Carglumic Acid
DB06777,Chenodeoxycholic acid
DB06781,Difluprednate
DB06782,Dimercaprol
DB06795,Mafenide
DB06800,Methylnaltrexone
DB06802,Nepafenac
DB06809,Plerixafor
DB06813,Pralatrexate
DB06817,Raltegravir
DB06987,2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE
DB07129,"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine"
DB07191,"4-({6-AMINO-5-BROMO-2-[(4-CYANOPHENYL)AMINO]PYRIMIDIN-4-YL}OXY)-3,5-DIMETHYLBENZONITRILE"
DB07424,tripotassium (1R)-4-biphenyl-4-yl-1-phosphonatobutane-1-sulfonate
DB07465,"(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile"
DB07467,"4-chloro-N-[(2S)-2-methyl-2,3-dihydro-1H-indol-1-yl]-3-sulfamoylbenzamide"
DB07475,N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE
DB07701,"1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE"
DB07702,"(16ALPHA,17ALPHA)-ESTRA-1,3,5(10)-TRIENE-3,16,17-TRIOL"
DB07705,"1-[(2S)-2-[(4-CHLOROBENZYL)OXY]-2-(2,4-DICHLOROPHENYL)ETHYL]-1H-IMIDAZOLE"
DB07768,"(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE"
DB07886,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione"
DB08046,2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide
DB08167,"3,7-BIS(DIMETHYLAMINO)PHENOTHIAZIN-5-IUM"
DB08183,"3-{(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl}-3-oxopropanenitrile"
DB08276,N-METHYL O-NITROPHENYL AMINOETHYLDIPHOSPHATE BERYLLIUM TRIFLUORIDE
DB08298,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid
DB08439,parecoxib
DB08472,(3R)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine
DB08477,"5-chloro-N-({(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl}methyl)thiophene-2-carboxamide"
DB08544,(3S)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine
DB08567,"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine"
DB08592,"4-{[4-({4-[(E)-2-cyanoethenyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile"
DB08604,Triclosan
DB08607,"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE"
DB08700,"3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine"
DB08734,"6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE"
DB08764,4-BROMO-2-FLUORO-N-[(4E)-6-METHOXY-7-[(1-METHYLPIPERIDIN-4-YL)METHOXY]QUINAZOLIN-4(1H)-YLIDENE]ANILINE
DB08804,Nandrolone decanoate
DB08815,Lurasidone
DB08816,Ticagrelor
DB08819,Tafluprost
DB08820,Ivacaftor
DB08822,Azilsartan medoxomil
DB08824,Ioflupane I 123
DB08826,Deferiprone
DB08827,Lomitapide
DB08828,Vismodegib
DB08836,Temocapril
DB08860,Pitavastatin
DB08864,Rilpivirine
DB08865,Crizotinib
DB08866,Estradiol valerate/Dienogest
DB08868,Fingolimod
DB08873,Boceprevir
DB08874,Fidaxomicin
DB08877,Ruxolitinib
DB08881,Vemurafenib
DB08882,Linagliptin
DB08884,Gadoxetate
DB08887,Icosapent ethyl
DB08889,Carfilzomib
DB08893,Mirabegron
DB08896,Regorafenib
DB08897,Aclidinium
DB08899,Enzalutamide
DB08901,Ponatinib
DB08903,Bedaquiline
DB08906,Fluticasone furoate
DB08907,Canagliflozin
DB08909,Glycerol Phenylbutyrate
DB08910,Pomalidomide
DB08911,Trametinib
DB08912,Dabrafenib
DB08913,Radium Ra 223 Dichloride
DB08916,Afatinib
DB08918,Levomilnacipran
DB08930,Dolutegravir
DB08932,MACITENTAN
DB08933,LULICONAZOLE
DB08934,Sofosbuvir
DB08938,Magaldrate
DB08941,Isoxsuprine
DB08944,Isoaminile
DB08947,Iopamidol
DB08986,Etifoxine
DB08990,Eprazinone
DB09009,Articaine
DB09015,Potassium Canrenoate
DB09019,Bromhexine
DB09020,Bisacodyl
